TransactionID,TransactionCode,TransactionTypeID,SourceAccountID,DestinationAccountID,EmployeeID,Channel,Amount,Fee,TransactionDate,Description,Status
6418,TX00006418,3,103,24,43,Counter,11400000,5700,2024-07-07 22:36:25,Chuyển khoản nội bộ,Success
3796,TX00003796,4,664,,5,Counter,4800000,5000,2024-07-07 23:20:57,Chuyển khoản nội bộ,Success
9800,TX00009800,3,616,187,20,Counter,3400000,1700,2024-07-08 00:11:22,Giao dịch thường,Success
4594,TX00004594,1,,819,16,Counter,7100000,0,2024-07-08 03:58:11,Rút tiền ATM,Pending
8769,TX00008769,3,44,465,43,Counter,100000,0,2024-07-08 06:08:36,Nộp tiền mặt,Success
5574,TX00005574,1,,95,36,Counter,9400000,0,2024-07-08 08:26:45,Rút tiền ATM,Success
6511,TX00006511,3,320,553,8,Counter,19100000,9550,2024-07-08 10:49:53,Thanh toán điện/nước/internet,Success
10851,TX00010851,3,284,117,7,Counter,9700000,0,2024-07-08 13:24:11,Rút tiền ATM,Success
6775,TX00006775,1,,453,14,Counter,8000000,0,2024-07-08 15:59:03,Rút tiền ATM,Success
6627,TX00006627,3,771,473,46,Counter,14200000,7100,2024-07-08 18:16:38,Rút tiền ATM,Success
9886,TX00009886,3,842,180,,InternetBanking,13700000,6850,2024-07-08 18:21:26,Chuyển khoản nội bộ,Success
4737,TX00004737,3,568,765,,InternetBanking,9400000,0,2024-07-08 18:44:26,Chuyển khoản nội bộ,Failed
4658,TX00004658,4,581,,39,Counter,2800000,3000,2024-07-08 19:39:19,Nộp tiền mặt,Success
9068,TX00009068,3,556,32,46,Counter,3200000,1600,2024-07-08 20:35:27,Thanh toán điện/nước/internet,Success
6297,TX00006297,3,685,78,32,Counter,7100000,3550,2024-07-09 00:16:16,Giao dịch thường,Success
6071,TX00006071,1,,283,,InternetBanking,800000,0,2024-07-09 00:52:31,Giao dịch thường,Success
8129,TX00008129,3,191,401,28,Counter,3100000,1550,2024-07-09 03:46:47,Giao dịch thường,Success
5770,TX00005770,2,19,,,InternetBanking,600000,600,2024-07-09 03:57:43,Nộp tiền mặt,Success
36,TX00000036,1,,432,,InternetBanking,7100000,0,2024-07-09 05:14:06,Thanh toán điện/nước/internet,Success
8309,TX00008309,3,50,665,24,Counter,1400000,700,2024-07-09 07:03:24,Giao dịch thường,Success
1978,TX00001978,3,448,487,5,Counter,400000,200,2024-07-09 09:27:29,Rút tiền ATM,Success
7333,TX00007333,3,460,426,36,Counter,12800000,6400,2024-07-09 09:31:52,Chuyển khoản nội bộ,Success
9548,TX00009548,3,251,349,27,Counter,47500000,23750,2024-07-09 09:46:26,Rút tiền ATM,Success
2776,TX00002776,3,565,408,31,Counter,4200000,2100,2024-07-09 10:09:20,Chuyển khoản nội bộ,Success
7947,TX00007947,2,258,,,ATM,9800000,9800,2024-07-09 11:38:01,Rút tiền ATM,Success
3186,TX00003186,2,598,,34,Counter,100000,0,2024-07-09 11:43:01,Giao dịch thường,Success
7961,TX00007961,1,,512,24,Counter,10000000,0,2024-07-09 13:00:15,Giao dịch thường,Success
6041,TX00006041,3,215,167,44,Counter,1200000,600,2024-07-09 15:27:44,Chuyển khoản nội bộ,Success
5635,TX00005635,1,,648,,InternetBanking,6700000,0,2024-07-09 16:40:46,Nộp tiền mặt,Success
5865,TX00005865,3,86,452,29,Counter,100000,50,2024-07-09 17:58:11,Nộp tiền mặt,Success
4607,TX00004607,3,740,176,,ATM,9700000,4850,2024-07-09 18:56:40,Rút tiền ATM,Failed
11145,TX00011145,3,386,255,40,Counter,34500000,17250,2024-07-09 19:52:41,Giao dịch thường,Success
2263,TX00002263,3,373,407,,InternetBanking,5500000,2750,2024-07-09 20:36:16,Thanh toán điện/nước/internet,Success
5861,TX00005861,3,138,508,33,Counter,5400000,2700,2024-07-09 20:46:40,Chuyển khoản nội bộ,Success
5143,TX00005143,2,164,,21,Counter,100000,0,2024-07-09 21:24:45,Nộp tiền mặt,Pending
11814,TX00011814,2,268,,31,Counter,3400000,0,2024-07-09 21:37:20,Thanh toán điện/nước/internet,Success
939,TX00000939,3,586,378,7,Counter,9300000,4650,2024-07-09 22:11:05,Thanh toán điện/nước/internet,Success
7476,TX00007476,2,601,,38,Counter,3700000,0,2024-07-09 23:13:33,Nộp tiền mặt,Success
590,TX00000590,3,435,292,37,Counter,1300000,650,2024-07-10 02:23:00,Nộp tiền mặt,Success
176,TX00000176,3,453,594,,ATM,400000,200,2024-07-10 02:44:32,Rút tiền ATM,Success
8173,TX00008173,3,171,96,30,Counter,100000,50,2024-07-10 05:39:30,Chuyển khoản nội bộ,Success
8659,TX00008659,3,147,414,8,Counter,46500000,0,2024-07-10 08:09:37,Thanh toán điện/nước/internet,Success
10159,TX00010159,3,748,836,34,Counter,5100000,2550,2024-07-10 08:46:04,Thanh toán điện/nước/internet,Success
4624,TX00004624,3,216,14,,InternetBanking,100000,50,2024-07-10 09:38:37,Thanh toán điện/nước/internet,Failed
12393,TX00012393,5,798,,9,Counter,58488074,2000,2024-07-10 10:00:00,Thanh toán khoản vay 112,Success
642,TX00000642,1,,795,17,Counter,7700000,0,2024-07-10 12:48:37,Rút tiền ATM,Success
1122,TX00001122,3,102,237,18,Counter,2700000,1350,2024-07-10 13:00:07,Nộp tiền mặt,Success
2625,TX00002625,3,626,539,48,Counter,22500000,11250,2024-07-10 15:14:24,Thanh toán điện/nước/internet,Success
9989,TX00009989,3,512,377,8,Counter,31900000,0,2024-07-10 19:20:53,Rút tiền ATM,Success
9673,TX00009673,2,755,,12,Counter,7900000,7900,2024-07-10 21:21:40,Nộp tiền mặt,Success
11071,TX00011071,1,,767,43,Counter,12900000,0,2024-07-10 22:35:03,Thanh toán điện/nước/internet,Success
9320,TX00009320,1,,62,24,Counter,4700000,0,2024-07-11 10:30:51,Chuyển khoản nội bộ,Success
5187,TX00005187,3,339,349,15,Counter,1100000,550,2024-07-11 10:54:25,Rút tiền ATM,Success
9538,TX00009538,1,,746,44,Counter,11500000,0,2024-07-11 11:23:09,Rút tiền ATM,Success
11476,TX00011476,1,,662,8,Counter,14900000,0,2024-07-11 13:04:24,Thanh toán điện/nước/internet,Success
10681,TX00010681,2,353,,,InternetBanking,2800000,0,2024-07-11 15:03:20,Thanh toán điện/nước/internet,Success
8797,TX00008797,2,778,,40,Counter,1400000,0,2024-07-11 16:19:00,Giao dịch thường,Success
6304,TX00006304,3,115,176,22,Counter,14700000,7350,2024-07-11 18:42:56,Thanh toán điện/nước/internet,Pending
11141,TX00011141,1,,791,13,Counter,6200000,0,2024-07-11 20:28:18,Nộp tiền mặt,Success
256,TX00000256,3,188,376,,InternetBanking,3800000,0,2024-07-11 22:21:10,Thanh toán điện/nước/internet,Success
3940,TX00003940,1,,720,20,Counter,1300000,0,2024-07-11 23:11:32,Thanh toán điện/nước/internet,Success
6425,TX00006425,2,578,,5,Counter,7900000,0,2024-07-11 23:28:52,Giao dịch thường,Success
8873,TX00008873,4,90,,,InternetBanking,4500000,10000,2024-07-12 00:19:14,Nộp tiền mặt,Success
1125,TX00001125,1,,829,3,Counter,13100000,0,2024-07-12 02:56:34,Chuyển khoản nội bộ,Success
2723,TX00002723,4,88,,2,Counter,1400000,0,2024-07-12 03:40:27,Chuyển khoản nội bộ,Success
10342,TX00010342,3,452,96,,InternetBanking,15200000,7600,2024-07-12 05:06:02,Nộp tiền mặt,Success
7883,TX00007883,1,,380,39,Counter,14800000,0,2024-07-12 05:07:43,Rút tiền ATM,Success
5049,TX00005049,3,273,5,15,Counter,2200000,1100,2024-07-12 06:46:58,Giao dịch thường,Success
4618,TX00004618,2,402,,20,Counter,1300000,0,2024-07-12 07:08:40,Nộp tiền mặt,Success
4754,TX00004754,1,,671,28,Counter,4900000,0,2024-07-12 07:52:43,Thanh toán điện/nước/internet,Success
4147,TX00004147,2,648,,25,Counter,6700000,0,2024-07-12 12:08:23,Chuyển khoản nội bộ,Success
295,TX00000295,3,265,703,48,Counter,400000,200,2024-07-12 14:19:44,Thanh toán điện/nước/internet,Failed
10179,TX00010179,3,219,74,,ATM,800000,400,2024-07-12 18:45:41,Rút tiền ATM,Success
7424,TX00007424,4,23,,9,Counter,3000000,3000,2024-07-12 20:06:12,Giao dịch thường,Success
2871,TX00002871,3,277,653,23,Counter,14700000,7350,2024-07-13 01:03:30,Thanh toán điện/nước/internet,Success
5423,TX00005423,3,498,411,,ATM,19800000,9900,2024-07-13 01:08:56,Rút tiền ATM,Success
10439,TX00010439,2,308,,20,Counter,9300000,9300,2024-07-13 05:54:33,Nộp tiền mặt,Success
6542,TX00006542,3,788,103,19,Counter,700000,350,2024-07-13 06:56:21,Thanh toán điện/nước/internet,Success
6054,TX00006054,3,163,266,6,Counter,34600000,17300,2024-07-13 08:21:48,Chuyển khoản nội bộ,Success
9812,TX00009812,2,376,,,ATM,100000,100,2024-07-13 09:07:39,Rút tiền ATM,Success
1305,TX00001305,2,338,,13,Counter,8800000,0,2024-07-13 12:21:21,Nộp tiền mặt,Success
2603,TX00002603,3,407,645,,ATM,16100000,8050,2024-07-13 18:06:31,Rút tiền ATM,Success
1023,TX00001023,3,481,479,42,Counter,18500000,9250,2024-07-13 18:17:21,Thanh toán điện/nước/internet,Success
4916,TX00004916,4,453,,,ATM,5700000,3000,2024-07-13 19:23:18,Rút tiền ATM,Success
3689,TX00003689,1,,647,18,Counter,7300000,0,2024-07-13 23:27:51,Giao dịch thường,Success
4303,TX00004303,3,58,742,21,Counter,2100000,0,2024-07-13 23:54:02,Giao dịch thường,Success
5182,TX00005182,3,505,401,3,Counter,23300000,11650,2024-07-13 23:55:48,Chuyển khoản nội bộ,Failed
10180,TX00010180,4,356,,46,Counter,5300000,10000,2024-07-14 00:12:45,Chuyển khoản nội bộ,Success
4461,TX00004461,4,808,,10,Counter,5900000,10000,2024-07-14 00:17:54,Chuyển khoản nội bộ,Success
9888,TX00009888,3,275,811,37,Counter,14400000,7200,2024-07-14 00:34:32,Giao dịch thường,Success
1461,TX00001461,1,,31,31,Counter,10200000,0,2024-07-14 01:47:18,Thanh toán điện/nước/internet,Success
10056,TX00010056,3,620,402,,ATM,30500000,0,2024-07-14 04:25:32,Rút tiền ATM,Success
7653,TX00007653,3,258,356,8,Counter,4300000,0,2024-07-14 05:41:04,Giao dịch thường,Success
11945,TX00011945,3,698,511,8,Counter,5900000,2950,2024-07-14 07:58:04,Giao dịch thường,Success
12404,TX00012404,5,763,,21,Counter,58187461,5000,2024-07-14 10:00:00,Thanh toán khoản vay 114,Success
2886,TX00002886,2,742,,,InternetBanking,4500000,0,2024-07-14 11:21:13,Giao dịch thường,Success
10283,TX00010283,3,161,178,32,Counter,300000,150,2024-07-14 13:56:39,Nộp tiền mặt,Success
6748,TX00006748,3,830,552,41,Counter,9800000,4900,2024-07-14 16:24:52,Nộp tiền mặt,Success
9610,TX00009610,3,334,432,,ATM,2500000,1250,2024-07-14 17:57:46,Rút tiền ATM,Success
6061,TX00006061,3,256,460,,InternetBanking,17200000,8600,2024-07-15 02:57:49,Thanh toán điện/nước/internet,Success
3994,TX00003994,2,53,,41,Counter,19100000,0,2024-07-15 03:46:36,Rút tiền ATM,Success
7520,TX00007520,2,583,,42,Counter,16100000,16100,2024-07-15 04:57:23,Giao dịch thường,Success
3719,TX00003719,1,,661,2,Counter,14700000,0,2024-07-15 05:58:27,Giao dịch thường,Success
10639,TX00010639,3,214,833,31,Counter,21400000,10700,2024-07-15 06:56:20,Chuyển khoản nội bộ,Success
3903,TX00003903,1,,823,15,Counter,8700000,0,2024-07-15 08:13:13,Giao dịch thường,Success
8303,TX00008303,4,241,,,InternetBanking,4400000,10000,2024-07-15 10:14:01,Giao dịch thường,Success
7240,TX00007240,3,637,236,24,Counter,3800000,1900,2024-07-15 12:16:04,Chuyển khoản nội bộ,Success
10456,TX00010456,1,,457,43,Counter,7300000,0,2024-07-15 13:39:29,Thanh toán điện/nước/internet,Success
4459,TX00004459,2,785,,38,Counter,400000,0,2024-07-15 17:55:32,Rút tiền ATM,Success
10558,TX00010558,4,655,,13,Counter,1400000,5000,2024-07-15 21:41:11,Thanh toán điện/nước/internet,Failed
7507,TX00007507,3,642,224,,ATM,2200000,1100,2024-07-15 22:27:09,Rút tiền ATM,Success
6034,TX00006034,3,219,154,9,Counter,1600000,0,2024-07-15 23:29:23,Rút tiền ATM,Success
1708,TX00001708,3,487,782,43,Counter,1800000,900,2024-07-16 02:44:44,Thanh toán điện/nước/internet,Success
10184,TX00010184,3,732,785,41,Counter,1300000,0,2024-07-16 03:08:03,Nộp tiền mặt,Success
3672,TX00003672,3,484,633,42,Counter,15800000,7900,2024-07-16 03:18:58,Nộp tiền mặt,Success
211,TX00000211,2,643,,6,Counter,2100000,0,2024-07-16 03:32:04,Nộp tiền mặt,Success
5555,TX00005555,3,811,4,47,Counter,46800000,23400,2024-07-16 05:34:10,Chuyển khoản nội bộ,Success
4550,TX00004550,3,174,759,,InternetBanking,10700000,5350,2024-07-16 08:34:46,Chuyển khoản nội bộ,Success
85,TX00000085,4,129,,,InternetBanking,3800000,3000,2024-07-16 09:06:22,Thanh toán điện/nước/internet,Success
9133,TX00009133,2,570,,,InternetBanking,9000000,0,2024-07-16 09:16:38,Giao dịch thường,Success
2850,TX00002850,3,340,620,18,Counter,11300000,5650,2024-07-16 09:43:52,Rút tiền ATM,Success
12300,TX00012300,5,727,,6,Counter,11427182,0,2024-07-16 10:00:00,Thanh toán khoản vay 84,Success
6855,TX00006855,3,74,465,1,Counter,11000000,0,2024-07-16 10:02:06,Chuyển khoản nội bộ,Success
10129,TX00010129,1,,79,5,Counter,13900000,0,2024-07-16 11:05:45,Nộp tiền mặt,Success
3631,TX00003631,3,308,251,6,Counter,100000,0,2024-07-16 12:41:12,Rút tiền ATM,Success
2465,TX00002465,1,,102,39,Counter,7800000,0,2024-07-16 13:12:28,Thanh toán điện/nước/internet,Success
2024,TX00002024,1,,53,33,Counter,7100000,0,2024-07-16 13:46:15,Nộp tiền mặt,Success
478,TX00000478,3,10,199,33,Counter,3500000,0,2024-07-16 14:36:50,Chuyển khoản nội bộ,Success
378,TX00000378,1,,768,25,Counter,9500000,0,2024-07-16 16:18:48,Nộp tiền mặt,Success
6672,TX00006672,3,317,14,8,Counter,100000,50,2024-07-16 19:03:00,Thanh toán điện/nước/internet,Success
2825,TX00002825,1,,199,34,Counter,2200000,0,2024-07-16 21:42:50,Chuyển khoản nội bộ,Success
5689,TX00005689,1,,772,30,Counter,14300000,0,2024-07-16 22:20:28,Chuyển khoản nội bộ,Success
8612,TX00008612,2,39,,,InternetBanking,3400000,0,2024-07-17 00:14:11,Thanh toán điện/nước/internet,Success
5546,TX00005546,1,,536,42,Counter,12600000,0,2024-07-17 00:18:15,Chuyển khoản nội bộ,Success
1607,TX00001607,3,700,852,,InternetBanking,1600000,800,2024-07-17 00:35:32,Nộp tiền mặt,Success
8049,TX00008049,1,,483,25,Counter,5600000,0,2024-07-17 01:02:48,Rút tiền ATM,Success
6480,TX00006480,2,625,,6,Counter,18900000,18900,2024-07-17 01:30:00,Nộp tiền mặt,Success
6110,TX00006110,3,152,83,,ATM,47900000,23950,2024-07-17 05:08:25,Rút tiền ATM,Success
1618,TX00001618,2,583,,16,Counter,500000,0,2024-07-17 09:27:53,Giao dịch thường,Success
12228,TX00012228,5,745,,17,Counter,2293029,2000,2024-07-17 10:00:00,Thanh toán khoản vay 62,Success
2760,TX00002760,1,,58,48,Counter,9200000,0,2024-07-17 13:47:33,Chuyển khoản nội bộ,Success
8900,TX00008900,2,32,,21,Counter,11400000,0,2024-07-17 13:54:04,Nộp tiền mặt,Success
6429,TX00006429,2,848,,2,Counter,13800000,13800,2024-07-17 14:24:04,Nộp tiền mặt,Success
2337,TX00002337,3,696,371,48,Counter,600000,0,2024-07-17 14:37:08,Chuyển khoản nội bộ,Success
6288,TX00006288,1,,139,4,Counter,7800000,0,2024-07-17 16:21:18,Chuyển khoản nội bộ,Success
11847,TX00011847,1,,588,,InternetBanking,200000,0,2024-07-17 18:04:56,Nộp tiền mặt,Success
11666,TX00011666,3,391,359,38,Counter,13000000,6500,2024-07-17 18:55:00,Thanh toán điện/nước/internet,Success
8604,TX00008604,3,383,51,27,Counter,600000,0,2024-07-17 21:33:12,Nộp tiền mặt,Success
4296,TX00004296,3,141,33,6,Counter,1100000,0,2024-07-17 22:59:51,Thanh toán điện/nước/internet,Pending
7588,TX00007588,1,,96,34,Counter,800000,0,2024-07-18 11:05:55,Chuyển khoản nội bộ,Failed
5825,TX00005825,3,177,361,30,Counter,600000,300,2024-07-18 13:16:35,Rút tiền ATM,Success
68,TX00000068,3,576,582,39,Counter,49700000,24850,2024-07-18 14:58:46,Thanh toán điện/nước/internet,Success
906,TX00000906,3,660,319,6,Counter,3400000,1700,2024-07-18 15:08:58,Giao dịch thường,Success
6572,TX00006572,1,,159,,ATM,5400000,0,2024-07-18 15:36:25,Rút tiền ATM,Success
11028,TX00011028,3,377,148,21,Counter,14200000,0,2024-07-18 16:28:11,Nộp tiền mặt,Success
1336,TX00001336,1,,536,38,Counter,3300000,0,2024-07-18 21:24:55,Nộp tiền mặt,Failed
11533,TX00011533,3,577,675,24,Counter,800000,400,2024-07-18 22:05:37,Chuyển khoản nội bộ,Success
4080,TX00004080,3,656,220,1,Counter,200000,0,2024-07-18 22:30:01,Rút tiền ATM,Success
5612,TX00005612,3,63,316,20,Counter,26700000,0,2024-07-19 01:21:34,Chuyển khoản nội bộ,Success
1952,TX00001952,3,19,395,22,Counter,14700000,7350,2024-07-19 03:13:17,Rút tiền ATM,Success
1818,TX00001818,3,111,120,26,Counter,9500000,4750,2024-07-19 03:39:45,Giao dịch thường,Success
6592,TX00006592,2,821,,42,Counter,3000000,0,2024-07-19 08:53:46,Chuyển khoản nội bộ,Success
12182,TX00012182,5,269,,19,Counter,35804813,5000,2024-07-19 10:00:00,Thanh toán khoản vay 49,Success
5907,TX00005907,4,476,,39,Counter,4000000,10000,2024-07-19 10:45:14,Rút tiền ATM,Failed
9874,TX00009874,4,313,,14,Counter,4700000,5000,2024-07-19 12:24:28,Rút tiền ATM,Pending
8010,TX00008010,1,,308,28,Counter,7000000,0,2024-07-19 14:46:08,Nộp tiền mặt,Success
142,TX00000142,3,512,196,13,Counter,900000,450,2024-07-19 20:30:43,Rút tiền ATM,Success
69,TX00000069,3,58,666,44,Counter,6100000,3050,2024-07-19 23:42:28,Chuyển khoản nội bộ,Success
1782,TX00001782,1,,480,,InternetBanking,13500000,0,2024-07-20 00:51:33,Chuyển khoản nội bộ,Success
5771,TX00005771,2,602,,29,Counter,3100000,0,2024-07-20 05:14:08,Chuyển khoản nội bộ,Success
6033,TX00006033,1,,549,2,Counter,2100000,0,2024-07-20 05:15:57,Giao dịch thường,Success
10485,TX00010485,3,162,616,44,Counter,15100000,7550,2024-07-20 07:03:49,Rút tiền ATM,Success
6468,TX00006468,1,,831,12,Counter,12900000,0,2024-07-20 08:14:07,Nộp tiền mặt,Failed
6613,TX00006613,1,,307,45,Counter,9000000,0,2024-07-20 08:35:42,Rút tiền ATM,Success
12360,TX00012360,5,194,,25,Counter,79068620,2000,2024-07-20 10:00:00,Thanh toán khoản vay 101,Success
6794,TX00006794,4,562,,16,Counter,5800000,3000,2024-07-20 11:43:35,Rút tiền ATM,Success
10719,TX00010719,3,555,284,21,Counter,47600000,23800,2024-07-20 12:11:21,Rút tiền ATM,Success
11124,TX00011124,4,9,,18,Counter,600000,10000,2024-07-20 12:16:57,Chuyển khoản nội bộ,Success
3273,TX00003273,3,659,164,24,Counter,100000,50,2024-07-20 14:45:58,Nộp tiền mặt,Success
5045,TX00005045,3,338,576,,InternetBanking,300000,0,2024-07-20 15:36:48,Nộp tiền mặt,Success
7394,TX00007394,1,,562,13,Counter,14100000,0,2024-07-20 17:06:30,Rút tiền ATM,Success
5379,TX00005379,3,709,32,14,Counter,100000,0,2024-07-20 17:36:04,Rút tiền ATM,Success
5544,TX00005544,4,30,,20,Counter,2700000,3000,2024-07-20 20:28:28,Thanh toán điện/nước/internet,Success
3795,TX00003795,4,493,,3,Counter,3200000,0,2024-07-20 21:10:03,Nộp tiền mặt,Success
4002,TX00004002,3,176,367,34,Counter,100000,50,2024-07-20 22:44:24,Rút tiền ATM,Success
7508,TX00007508,3,839,259,10,Counter,1800000,900,2024-07-21 00:12:50,Rút tiền ATM,Success
909,TX00000909,1,,415,41,Counter,8600000,0,2024-07-21 01:46:02,Nộp tiền mặt,Success
11763,TX00011763,2,29,,34,Counter,13100000,13100,2024-07-21 04:19:17,Giao dịch thường,Failed
5506,TX00005506,2,27,,,InternetBanking,800000,0,2024-07-21 07:17:34,Chuyển khoản nội bộ,Success
7956,TX00007956,4,84,,9,Counter,1800000,5000,2024-07-21 07:56:47,Nộp tiền mặt,Success
10388,TX00010388,3,290,20,,InternetBanking,4300000,0,2024-07-21 14:33:09,Nộp tiền mặt,Success
1318,TX00001318,2,365,,,InternetBanking,200000,0,2024-07-21 18:38:54,Giao dịch thường,Success
3288,TX00003288,1,,541,19,Counter,4900000,0,2024-07-21 20:45:26,Giao dịch thường,Success
4971,TX00004971,1,,483,31,Counter,3500000,0,2024-07-21 21:06:18,Giao dịch thường,Success
4892,TX00004892,2,78,,,InternetBanking,3300000,0,2024-07-21 22:04:51,Giao dịch thường,Success
9377,TX00009377,1,,436,11,Counter,700000,0,2024-07-22 01:00:38,Chuyển khoản nội bộ,Success
11066,TX00011066,1,,133,29,Counter,11000000,0,2024-07-22 02:04:33,Thanh toán điện/nước/internet,Success
2487,TX00002487,3,468,689,11,Counter,2700000,0,2024-07-22 03:26:26,Rút tiền ATM,Success
8786,TX00008786,3,541,284,14,Counter,27500000,0,2024-07-22 03:40:02,Giao dịch thường,Success
3734,TX00003734,1,,302,25,Counter,6600000,0,2024-07-22 04:09:42,Nộp tiền mặt,Success
7921,TX00007921,3,713,161,12,Counter,800000,0,2024-07-22 06:59:21,Chuyển khoản nội bộ,Success
2926,TX00002926,1,,299,,ATM,9500000,0,2024-07-22 10:37:49,Rút tiền ATM,Success
692,TX00000692,1,,599,48,Counter,7900000,0,2024-07-22 13:32:03,Thanh toán điện/nước/internet,Success
3382,TX00003382,3,5,683,,ATM,100000,50,2024-07-22 14:07:50,Rút tiền ATM,Success
8063,TX00008063,3,67,580,17,Counter,3800000,0,2024-07-22 14:31:08,Chuyển khoản nội bộ,Success
5397,TX00005397,2,110,,23,Counter,7100000,0,2024-07-22 15:02:01,Chuyển khoản nội bộ,Success
3773,TX00003773,1,,10,20,Counter,8800000,0,2024-07-22 16:31:49,Nộp tiền mặt,Success
1615,TX00001615,2,63,,33,Counter,10300000,0,2024-07-22 17:15:03,Rút tiền ATM,Success
3038,TX00003038,2,164,,20,Counter,100000,100,2024-07-22 20:29:01,Thanh toán điện/nước/internet,Success
401,TX00000401,4,567,,22,Counter,4600000,3000,2024-07-22 21:36:51,Nộp tiền mặt,Success
28,TX00000028,3,769,34,48,Counter,33300000,16650,2024-07-22 23:31:29,Thanh toán điện/nước/internet,Pending
11759,TX00011759,2,321,,21,Counter,7800000,0,2024-07-23 00:39:06,Giao dịch thường,Success
6574,TX00006574,3,271,671,33,Counter,9600000,0,2024-07-23 01:01:27,Rút tiền ATM,Failed
9110,TX00009110,3,572,658,2,Counter,700000,350,2024-07-23 01:51:47,Thanh toán điện/nước/internet,Success
4014,TX00004014,2,195,,25,Counter,1700000,1700,2024-07-23 01:56:09,Nộp tiền mặt,Success
5152,TX00005152,1,,433,47,Counter,5800000,0,2024-07-23 02:41:54,Giao dịch thường,Success
7025,TX00007025,3,742,114,,InternetBanking,5000000,2500,2024-07-23 02:57:17,Giao dịch thường,Success
10449,TX00010449,3,15,437,49,Counter,1700000,0,2024-07-23 05:50:18,Rút tiền ATM,Success
8588,TX00008588,3,782,302,,InternetBanking,8000000,4000,2024-07-23 05:57:48,Chuyển khoản nội bộ,Success
1431,TX00001431,3,627,602,11,Counter,17600000,0,2024-07-23 07:04:13,Giao dịch thường,Success
12087,TX00012087,5,344,,38,Counter,2804369,5000,2024-07-23 10:00:00,Thanh toán khoản vay 24,Success
12239,TX00012239,5,632,,11,Counter,14316144,5000,2024-07-23 10:00:00,Thanh toán khoản vay 66,Success
9200,TX00009200,3,81,824,8,Counter,8800000,0,2024-07-23 10:15:29,Thanh toán điện/nước/internet,Success
11881,TX00011881,4,238,,43,Counter,2100000,3000,2024-07-23 14:41:40,Thanh toán điện/nước/internet,Success
3879,TX00003879,4,772,,42,Counter,3600000,0,2024-07-23 16:41:14,Thanh toán điện/nước/internet,Success
11711,TX00011711,3,737,646,3,Counter,31100000,15550,2024-07-23 17:13:24,Giao dịch thường,Success
3423,TX00003423,3,140,654,49,Counter,13000000,6500,2024-07-23 18:53:29,Giao dịch thường,Success
4684,TX00004684,3,339,775,31,Counter,1900000,950,2024-07-23 19:03:57,Thanh toán điện/nước/internet,Success
10402,TX00010402,2,365,,,InternetBanking,10600000,10600,2024-07-23 23:23:50,Chuyển khoản nội bộ,Success
7321,TX00007321,3,455,379,28,Counter,3500000,1750,2024-07-24 02:44:07,Giao dịch thường,Success
5058,TX00005058,2,803,,25,Counter,16400000,0,2024-07-24 03:30:21,Thanh toán điện/nước/internet,Success
6513,TX00006513,2,694,,,InternetBanking,1000000,1000,2024-07-24 04:48:33,Thanh toán điện/nước/internet,Success
6364,TX00006364,2,366,,14,Counter,1500000,1500,2024-07-24 05:09:40,Giao dịch thường,Success
7899,TX00007899,2,544,,40,Counter,2400000,0,2024-07-24 09:08:25,Rút tiền ATM,Success
4058,TX00004058,3,423,80,44,Counter,39300000,19650,2024-07-24 09:50:19,Rút tiền ATM,Success
1859,TX00001859,3,188,661,4,Counter,100000,50,2024-07-24 11:28:36,Thanh toán điện/nước/internet,Success
2966,TX00002966,1,,224,32,Counter,9100000,0,2024-07-24 12:42:51,Chuyển khoản nội bộ,Success
11420,TX00011420,3,173,401,44,Counter,18200000,9100,2024-07-24 16:05:45,Thanh toán điện/nước/internet,Success
5656,TX00005656,4,490,,,InternetBanking,3600000,3000,2024-07-24 16:52:12,Thanh toán điện/nước/internet,Success
9551,TX00009551,3,572,502,,InternetBanking,1800000,900,2024-07-24 19:27:02,Giao dịch thường,Success
6570,TX00006570,4,213,,48,Counter,3400000,0,2024-07-24 20:41:01,Giao dịch thường,Success
6677,TX00006677,1,,10,22,Counter,14400000,0,2024-07-24 21:31:35,Nộp tiền mặt,Success
6268,TX00006268,4,392,,14,Counter,800000,0,2024-07-24 21:36:32,Rút tiền ATM,Success
10522,TX00010522,1,,665,29,Counter,6300000,0,2024-07-24 21:41:35,Nộp tiền mặt,Success
6331,TX00006331,1,,21,,InternetBanking,14100000,0,2024-07-25 04:33:55,Nộp tiền mặt,Success
3378,TX00003378,4,606,,38,Counter,2600000,10000,2024-07-25 05:01:21,Rút tiền ATM,Success
1249,TX00001249,4,831,,,ATM,2400000,3000,2024-07-25 05:25:00,Rút tiền ATM,Success
3049,TX00003049,2,803,,36,Counter,1500000,0,2024-07-25 08:18:25,Chuyển khoản nội bộ,Success
10270,TX00010270,3,670,105,,InternetBanking,1200000,600,2024-07-25 08:19:23,Thanh toán điện/nước/internet,Success
12491,TX00012491,5,736,,12,Counter,45843052,2000,2024-07-25 10:00:00,Thanh toán khoản vay 137,Success
8517,TX00008517,3,862,528,18,Counter,600000,0,2024-07-25 10:31:07,Rút tiền ATM,Success
4942,TX00004942,3,702,35,,InternetBanking,4600000,2300,2024-07-25 11:53:28,Chuyển khoản nội bộ,Pending
1422,TX00001422,2,718,,,InternetBanking,3500000,0,2024-07-25 13:48:45,Giao dịch thường,Failed
1775,TX00001775,3,174,214,8,Counter,100000,50,2024-07-25 17:11:29,Giao dịch thường,Success
